taxon,latitude,longitude,type
Cucurbita_cordata,25.933333,-111.533333,H
Cucurbita_cordata,26.024444,-111.351944,H
Cucurbita_cordata,26.358333,-112.608333,H
Cucurbita_cordata,24.083,-110.983,H
Cucurbita_cordata,24.083139,-110.983278,H
Cucurbita_cordata,25.676353,-111.563475,H
Cucurbita_cordata,28.14986,-113.74535,H
Cucurbita_cordata,28.30417,-112.87667,H
Cucurbita_cordata,24.083139,-110.983278,H
Cucurbita_cordata,26.35,-112.6,H
Cucurbita_cordata,26.350028,-112.599944,H
Cucurbita_cordata,26.358333,-112.441667,H
Cucurbita_cordata,27.083,-112.317,H
Cucurbita_cordata,27.083444,-112.316611,H
Cucurbita_cordata,27.091667,-112.325,H
Cucurbita_cordata,27.558583,-113.095583,H
Cucurbita_cordata,27.559,-113.096,H
Cucurbita_cordata,28.466806,-113.416833,H
Cucurbita_cordata,28.467,-113.417,H
Cucurbita_cordata,28.475,-113.425,H
Cucurbita_cordata,28.616556,-113.450111,H
Cucurbita_cordata,28.617,-113.45,H
Cucurbita_cordata,28.666528,-113.449889,H
Cucurbita_cordata,28.667,-113.45,H
Cucurbita_cordata,28.716694,-113.800028,H
Cucurbita_cordata,28.717,-113.8,H
Cucurbita_cordata,28.749972,-113.783139,H
Cucurbita_cordata,28.75,-113.783,H
Cucurbita_cordata,28.758333,-113.625,H
Cucurbita_cordata,28.819123,-113.529604,H
Cucurbita_cordata,28.833,-113.567,H
Cucurbita_cordata,29.183,-113.85,H
Cucurbita_cordata,29.183472,-113.849944,H
Cucurbita_cordata,29.25,-114.2,H
Cucurbita_cordata,29.25,-114.2,H
Cucurbita_cordata,32.53875,-116.44858,H
Cucurbita_cordata,25.925,-111.391667,H
Cucurbita_cordata,27.091667,-112.325,H
Cucurbita_cordata,27.691667,-113.025,H
Cucurbita_cordata,25.916667,-111.541667,H
Cucurbita_cordata,25.925,-111.541667,H
Cucurbita_cordata,27.141667,-114.158333,H
Cucurbita_cordata,28.608333,-113.408333,H
Cucurbita_cordata,28.608333,-113.408333,H
Cucurbita_cordata,24.13,-110.83,H
Cucurbita_cordata,24.87,-110.97,H
Cucurbita_cordata,26.35,-112.6,H
Cucurbita_cordata,29.35,-114.42,H
Cucurbita_digitata,31.56698,-111.05143,G
Cucurbita_digitata,31.89392,-110.23419,G
Cucurbita_digitata,31.99281,-110.69144,G
Cucurbita_digitata,32.09121,-109.93988,G
Cucurbita_digitata,32.23387,-108.05022,G
Cucurbita_digitata,32.2351,-108.04025,G
Cucurbita_digitata,32.28527,-110.74407,G
Cucurbita_digitata,32.28579,-110.73991,G
Cucurbita_digitata,32.29108,-110.79334,G
Cucurbita_digitata,32.299008,-110.802397,G
Cucurbita_digitata,32.3363,-111.21646,G
Cucurbita_digitata,32.39514,-108.7243,G
Cucurbita_digitata,32.42311,-108.67596,G
Cucurbita_digitata,32.56842,-110.9229,G
Cucurbita_digitata,32.60843,-110.85186,G
Cucurbita_digitata,32.630812,-109.691541,G
Cucurbita_digitata,32.76925,-109.474,G
Cucurbita_digitata,33.754198,-111.874898,G
Cucurbita_digitata,34.15749,-112.04612,G
Cucurbita_digitata,27.018525,-109.62282,H
Cucurbita_digitata,28.539941,-110.026006,H
Cucurbita_digitata,30,-110.2,H
Cucurbita_digitata,30.1004666,-115.6243581,H
Cucurbita_digitata,30.1610886,-107.6620956,H
Cucurbita_digitata,30.167897,-111.113306,H
Cucurbita_digitata,30.2264,-111.078181,H
Cucurbita_digitata,30.35,-107.95,H
Cucurbita_digitata,30.383333,-107.866667,H
Cucurbita_digitata,30.5589829,-108.0295715,H
Cucurbita_digitata,30.635822,-110.967968,H
Cucurbita_digitata,30.635822,-110.967968,H
Cucurbita_digitata,30.666667,-109.35,H
Cucurbita_digitata,30.816667,-109.2,H
Cucurbita_digitata,30.833333,-108.75,H
Cucurbita_digitata,31.22701,-110.977084,H
Cucurbita_digitata,31.314044,-110.945956,H
Cucurbita_digitata,31.333998,-108.53115,H
Cucurbita_digitata,31.3389856,-115.4745402,H
Cucurbita_digitata,31.3547552,-115.6731181,H
Cucurbita_digitata,31.354867,-115.523106,H
Cucurbita_digitata,31.4138,-111.0203,H
Cucurbita_digitata,31.417885,-108.558097,H
Cucurbita_digitata,31.440663,-108.427538,H
Cucurbita_digitata,31.441488,-109.907574,H
Cucurbita_digitata,31.441488,-109.907574,H
Cucurbita_digitata,31.441488,-109.907574,H
Cucurbita_digitata,31.441488,-109.907574,H
Cucurbita_digitata,31.487124,-115.7432688,H
Cucurbita_digitata,31.488702,-111.54205,H
Cucurbita_digitata,31.666667,-115.816667,H
Cucurbita_digitata,31.719573,-110.070841,H
Cucurbita_digitata,31.752872,-109.429787,H
Cucurbita_digitata,31.8276,-107.640023,H
Cucurbita_digitata,31.835372,-109.03117,H
Cucurbita_digitata,31.908781,-116.258285,H
Cucurbita_digitata,31.973692,-111.095095,H
Cucurbita_digitata,31.999525,-110.951202,H
Cucurbita_digitata,31.999525,-110.951202,H
Cucurbita_digitata,32.034518,-111.90707,H
Cucurbita_digitata,32.15091,-110.4798,H
Cucurbita_digitata,32.193966,-110.984814,H
Cucurbita_digitata,32.212854,-111.006204,H
Cucurbita_digitata,32.388407,-110.592309,H
Cucurbita_digitata,32.801733,-109.632856,H
Cucurbita_digitata,32.875065,-109.740636,H
Cucurbita_digitata,32.896176,-109.827582,H
Cucurbita_digitata,32.896176,-109.827582,H
Cucurbita_digitata,32.896176,-109.827582,H
Cucurbita_digitata,32.896176,-109.827582,H
Cucurbita_digitata,32.965903,-108.57672,H
Cucurbita_digitata,32.994505,-111.537625,H
Cucurbita_digitata,32.994505,-111.537625,H
Cucurbita_digitata,33.058106,-112.047642,H
Cucurbita_digitata,33.058106,-112.047642,H
Cucurbita_digitata,33.058106,-112.047642,H
Cucurbita_digitata,33.058106,-112.047642,H
Cucurbita_digitata,33.058106,-112.047642,H
Cucurbita_digitata,33.228103,-112.166537,H
Cucurbita_digitata,33.235313,-114.679957,H
Cucurbita_digitata,33.376167,-110.75372,H
Cucurbita_digitata,33.376167,-110.75372,H
Cucurbita_digitata,33.376167,-110.75372,H
Cucurbita_digitata,33.597549,-111.205403,H
Cucurbita_digitata,33.667548,-111.134289,H
Cucurbita_digitata,33.667548,-111.134289,H
Cucurbita_digitata,33.733895,-110.540201,H
Cucurbita_digitata,33.766687,-116.359177,H
Cucurbita_digitata,33.865293,-117.808945,H
Cucurbita_digitata,33.957543,-111.186796,H
Cucurbita_digitata,31.333333,-115.75,H
Cucurbita_digitata,31.833333,-113.5,H
Cucurbita_digitata,32.349722,-108.708889,H
Cucurbita_digitata,32.769722,-116.490833,H
Cucurbita_digitata,32.769722,-116.490833,H
Cucurbita_digitata,32.769722,-116.490833,H
Cucurbita_digitata,33.359238,-114.711441,H
Cucurbita_digitata,33.85,-113.5,H
Cucurbita_digitata,31.858333,-116.091667,H
Cucurbita_digitata,29.19794,-109.74622,H
Cucurbita_digitata,29.243611,-109.743611,H
Cucurbita_digitata,29.562222,-110.891389,H
Cucurbita_digitata,29.588383,-110.886838,H
Cucurbita_digitata,29.791389,-112.5575,H
Cucurbita_digitata,29.820613,-112.57138,H
Cucurbita_digitata,29.865,-110.217778,H
Cucurbita_digitata,30.69474,-110.93063,H
Cucurbita_digitata,30.858333,-111.241667,H
Cucurbita_digitata,31.014167,-110.196667,H
Cucurbita_digitata,31.125,-116.158333,H
Cucurbita_digitata,31.125,-116.158333,H
Cucurbita_digitata,31.295833,-115.583333,H
Cucurbita_digitata,31.295833,-115.591667,H
Cucurbita_digitata,31.625,-108.475,H
Cucurbita_digitata,31.775,-116.025,H
Cucurbita_digitata,31.775,-116.025,H
Cucurbita_digitata,31.875,-116.275,H
Cucurbita_digitata,30.958333,-110.858333,H
Cucurbita_digitata,27.525,-105.025,H
Cucurbita_digitata,27.525,-105.025,H
Cucurbita_digitata,29.55,-110.416667,H
Cucurbita_digitata,29.916667,-111.652778,H
Cucurbita_digitata,30.045139,-111.229622,H
Cucurbita_digitata,30.04528,-111.22972,H
Cucurbita_digitata,30.283886,-107.788133,H
Cucurbita_digitata,30.299142,-111.098761,H
Cucurbita_digitata,30.371122,-107.962394,H
Cucurbita_digitata,30.826939,-109.223611,H
Cucurbita_digitata,31.875,-107.675,H
Cucurbita_digitata,33.98365,-111.708756,H
Cucurbita_digitata,33.98365,-111.708756,H
Cucurbita_digitata,31.491667,-115.358333,H
Cucurbita_digitata,31.491667,-115.358333,H
Cucurbita_digitata,31.917579,-107.667145,H
Cucurbita_digitata,29.770833,-109.198611,H
Cucurbita_digitata,30.080556,-111.097222,H
Cucurbita_digitata,30.325,-110.809722,H
Cucurbita_digitata,30.603056,-110.101944,H
Cucurbita_digitata,30.806917,-110.591117,H
Cucurbita_digitata,30.855278,-110.6625,H
Cucurbita_digitata,30.870833,-110.725,H
Cucurbita_digitata,31.262778,-110.585278,H
Cucurbita_digitata,28.065278,-109.385556,H
Cucurbita_digitata,30.091667,-115.691667,H
Cucurbita_digitata,30.091667,-115.691667,H
Cucurbita_digitata,30.8775,-109.210556,H
Cucurbita_digitata,30.931111,-109.571389,H
Cucurbita_digitata,30.95881,-108.338823,H
Cucurbita_digitata,31.001111,-108.068056,H
Cucurbita_digitata,31.348637,-110.225816,H
Cucurbita_digitata,31.396636,-111.034269,H
Cucurbita_digitata,31.40248,-111.088094,H
Cucurbita_digitata,31.402577,-111.088203,H
Cucurbita_digitata,31.402601,-111.088321,H
Cucurbita_digitata,31.40274,-111.088203,H
Cucurbita_digitata,31.471483,-110.26738,H
Cucurbita_digitata,31.487092,-110.737205,H
Cucurbita_digitata,32.057918,-110.07907,H
Cucurbita_digitata,32.058423,-110.077337,H
Cucurbita_digitata,32.058608,-110.077527,H
Cucurbita_digitata,32.058646,-110.077689,H
Cucurbita_digitata,32.058691,-110.077647,H
Cucurbita_digitata,32.058777,-110.077585,H
Cucurbita_digitata,32.060181,-110.077182,H
Cucurbita_digitata,32.347033,-111.093261,H
Cucurbita_digitata,32.347258,-111.093217,H
Cucurbita_digitata,32.428944,-110.911843,H
Cucurbita_digitata,32.428944,-110.911843,H
Cucurbita_digitata,32.444,-108.6745,H
Cucurbita_digitata,32.613682,-111.430426,H
Cucurbita_digitata,33.795243,-111.791043,H
Cucurbita_digitata,34.14676,-112.002804,H
Cucurbita_digitata,34.40374,-112.865138,H
Cucurbita_digitata,33.359238,-114.71144,H
Cucurbita_digitata,31.96767,-110.46497,H
Cucurbita_digitata,30.016667,-110.216667,H
Cucurbita_digitata,30.911944,-110.860278,H
Cucurbita_digitata,30.911944,-110.860278,H
Cucurbita_digitata,31.21666,-115.6,H
Cucurbita_digitata,32.07666,-110.45,H
Cucurbita_digitata,32.316667,-114.216667,H
Cucurbita_digitata,30.00778,-110.21556,H
Cucurbita_digitata,30.025,-110.175,H
Cucurbita_digitata,30.241667,-107.741667,H
Cucurbita_digitata,30.241667,-107.741667,H
Cucurbita_digitata,30.241667,-107.741667,H
Cucurbita_digitata,30.891667,-110.858333,H
Cucurbita_digitata,30.891667,-110.858333,H
Cucurbita_digitata,30.891667,-110.858333,H
Cucurbita_digitata,32.262394,-114.10153,H
Cucurbita_digitata,32.271695,-114.114293,H
Cucurbita_digitata,32.281111,-114.230556,H
Cucurbita_digitata,32.281389,-114.230833,H
Cucurbita_digitata,32.306944,-114.331111,H
Cucurbita_digitata,32.323569,-114.255003,H
Cucurbita_digitata,31.677927,-110.65567,H
Cucurbita_digitata,29.816111,-111.074722,H
Cucurbita_digitata,29.916667,-111.652778,H
Cucurbita_digitata,30.04528,-111.22972,H
Cucurbita_digitata,30.108333,-115.675,H
Cucurbita_digitata,30.108333,-115.675,H
Cucurbita_digitata,30.678333,-108.293333,H
Cucurbita_digitata,30.735,-108.38,H
Cucurbita_digitata,30.81,-108.45,H
Cucurbita_digitata,30.836667,-108.51,H
Cucurbita_digitata,30.906667,-108.421667,H
Cucurbita_digitata,30.675,-110.908333,H
Cucurbita_digitata,30.9554519,-110.8678834,H
Cucurbita_digitata,31.058333,-110.891667,H
Cucurbita_digitata,30.191667,-107.658333,H
Cucurbita_digitata,30.191667,-107.658333,H
Cucurbita_digitata,30.291667,-107.808333,H
Cucurbita_digitata,30.291667,-107.808333,H
Cucurbita_digitata,30.291667,-107.808333,H
Cucurbita_digitata,33.9274,-116.6329,H
Cucurbita_digitata,33.9274,-116.6329,H
Cucurbita_digitata,31.333333,-115.75,H
Cucurbita_digitata,30.07656,-115.70065,H
Cucurbita_digitata,31.491667,-115.358333,H
Cucurbita_digitata,31.591667,-115.858333,H
Cucurbita_digitata,31.608333,-115.708333,H
Cucurbita_digitata,31.708333,-115.841667,H
Cucurbita_digitata,31.875,-116.141667,H
Cucurbita_digitata,31.858333,-116.091667,H
Cucurbita_digitata,32.92,-111.42,H
Cucurbita_digitata,31.33333,-115.75,H
Cucurbita_digitata,32.76972,-116.49083,H
Cucurbita_digitata,29.882778,-109.301111,H
Cucurbita_digitata,30.125,-107.625,H
Cucurbita_digitata,30.125,-107.625,H
Cucurbita_digitata,30.208333,-107.975,H
Cucurbita_digitata,30.208333,-107.975,H
Cucurbita_digitata,30.758333,-115.225,H
Cucurbita_digitata,30.758333,-115.225,H
Cucurbita_digitata,32.7806866,-108.4811472,H
Cucurbita_palmata,34.42389,-119.70694,G
Cucurbita_palmata,32.713843,-114.42268,G
Cucurbita_palmata,33.078535,-116.531167,G
Cucurbita_palmata,33.133228,-116.525157,G
Cucurbita_palmata,33.151165,-116.545065,G
Cucurbita_palmata,33.426885,-116.835336,G
Cucurbita_palmata,33.91319,-116.78263,G
Cucurbita_palmata,34.050013,-116.55643,G
Cucurbita_palmata,34.1233,-112.95191,G
Cucurbita_palmata,34.13519,-116.3502,G
Cucurbita_palmata,34.13522,-116.16705,G
Cucurbita_palmata,34.728813,-115.675533,G
Cucurbita_palmata,34.91683,-115.64769,G
Cucurbita_palmata,34.916833,-115.647689,G
Cucurbita_palmata,34.97063,-115.64499,G
Cucurbita_palmata,34.99561,-115.10468,G
Cucurbita_palmata,34.999057,-115.654694,G
Cucurbita_palmata,35.06151,-114.2301,G
Cucurbita_palmata,35.13639,-115.53082,G
Cucurbita_palmata,35.21665,-118.72771,G
Cucurbita_palmata,35.22034,-115.87805,G
Cucurbita_palmata,35.51123,-117.66929,G
Cucurbita_palmata,35.54807,-119.08648,G
Cucurbita_palmata,35.59491,-118.24039,G
Cucurbita_palmata,35.60935,-118.90081,G
Cucurbita_palmata,35.61679,-118.25359,G
Cucurbita_palmata,35.66409,-118.32256,G
Cucurbita_palmata,35.67,-118.25,G
Cucurbita_palmata,35.692,-118.2896,G
Cucurbita_palmata,35.69299,-118.28584,G
Cucurbita_palmata,36.48192,-119.12024,G
Cucurbita_palmata,37.13681,-120.27157,G
Cucurbita_palmata,32.548965,-115.231809,H
Cucurbita_palmata,32.672826,-114.146882,H
Cucurbita_palmata,32.678948,-115.498883,H
Cucurbita_palmata,32.738671,-115.967512,H
Cucurbita_palmata,32.845234,-114.905783,H
Cucurbita_palmata,32.847553,-115.569439,H
Cucurbita_palmata,32.847553,-115.569439,H
Cucurbita_palmata,32.847553,-115.569439,H
Cucurbita_palmata,32.847553,-115.569439,H
Cucurbita_palmata,33.212541,-116.233619,H
Cucurbita_palmata,33.44978,-117.42249,H
Cucurbita_palmata,33.712519,-115.402205,H
Cucurbita_palmata,33.827241,-117.027249,H
Cucurbita_palmata,33.916682,-116.75085,H
Cucurbita_palmata,34.022789,-118.405633,H
Cucurbita_palmata,34.022789,-118.405633,H
Cucurbita_palmata,35.026392,-114.38357,H
Cucurbita_palmata,35.23774,-119.003158,H
Cucurbita_palmata,35.23774,-119.003158,H
Cucurbita_palmata,35.267741,-119.307057,H
Cucurbita_palmata,35.267741,-119.307057,H
Cucurbita_palmata,35.382181,-118.9826,H
Cucurbita_palmata,35.382181,-118.9826,H
Cucurbita_palmata,35.382181,-118.9826,H
Cucurbita_palmata,35.382181,-118.9826,H
Cucurbita_palmata,35.382181,-118.9826,H
Cucurbita_palmata,35.41665,-115.584165,H
Cucurbita_palmata,35.41665,-115.584165,H
Cucurbita_palmata,35.41665,-115.584165,H
Cucurbita_palmata,35.41665,-115.584165,H
Cucurbita_palmata,35.521652,-115.316101,H
Cucurbita_palmata,35.521652,-115.316101,H
Cucurbita_palmata,35.588009,-118.49203,H
Cucurbita_palmata,35.606911,-120.16348,H
Cucurbita_palmata,35.729131,-118.409123,H
Cucurbita_palmata,35.7581,-115.1426,H
Cucurbita_palmata,35.823043,-113.570218,H
Cucurbita_palmata,36.042276,-120.905183,H
Cucurbita_palmata,36.172459,-114.429866,H
Cucurbita_palmata,36.20884,-116.919497,H
Cucurbita_palmata,36.336617,-119.223167,H
Cucurbita_palmata,36.455504,-116.867553,H
Cucurbita_palmata,36.606616,-120.189045,H
Cucurbita_palmata,36.733839,-119.497907,H
Cucurbita_palmata,37.1637,-113.43,H
Cucurbita_palmata,37.1637,-113.43,H
Cucurbita_palmata,38.047698,-121.795512,H
Cucurbita_palmata,38.10881,-119.051813,H
Cucurbita_palmata,38.138254,-120.370196,H
Cucurbita_palmata,38.152141,-121.24328,H
Cucurbita_palmata,31.635,-115.068333,H
Cucurbita_palmata,32.599998,-116.610001,H
Cucurbita_palmata,32.60478,-116.61307,H
Cucurbita_palmata,32.635,-116.58889,H
Cucurbita_palmata,32.635,-116.58889,H
Cucurbita_palmata,32.6681,-116.8228,H
Cucurbita_palmata,32.6681,-116.8228,H
Cucurbita_palmata,32.67686,-116.58352,H
Cucurbita_palmata,32.67686,-116.58352,H
Cucurbita_palmata,32.679,-115.4989,H
Cucurbita_palmata,32.71062,-117.08501,H
Cucurbita_palmata,32.71062,-117.08501,H
Cucurbita_palmata,32.713843,-114.42268,H
Cucurbita_palmata,32.71699,-116.87613,H
Cucurbita_palmata,32.71699,-116.87613,H
Cucurbita_palmata,32.71699,-116.87613,H
Cucurbita_palmata,32.80246,-116.11938,H
Cucurbita_palmata,32.80246,-116.11938,H
Cucurbita_palmata,32.8115,-116.2118,H
Cucurbita_palmata,32.8115,-116.2118,H
Cucurbita_palmata,32.84916,-116.92094,H
Cucurbita_palmata,32.84916,-116.92094,H
Cucurbita_palmata,32.860001,-116.209999,H
Cucurbita_palmata,32.98062,-116.41909,H
Cucurbita_palmata,32.98062,-116.41909,H
Cucurbita_palmata,33,-116.066667,H
Cucurbita_palmata,33,-116.066667,H
Cucurbita_palmata,33.0073,-116.45975,H
Cucurbita_palmata,33.0073,-116.45975,H
Cucurbita_palmata,33.0177,-116.4305,H
Cucurbita_palmata,33.0177,-116.4305,H
Cucurbita_palmata,33.02,-116.38,H
Cucurbita_palmata,33.0239,-116.10853,H
Cucurbita_palmata,33.0239,-116.10853,H
Cucurbita_palmata,33.028,-116.39726,H
Cucurbita_palmata,33.028,-116.39726,H
Cucurbita_palmata,33.02944,-116.39111,H
Cucurbita_palmata,33.02944,-116.39111,H
Cucurbita_palmata,33.0352,-116.5103,H
Cucurbita_palmata,33.0352,-116.5103,H
Cucurbita_palmata,33.04,-116.2655,H
Cucurbita_palmata,33.04,-116.2655,H
Cucurbita_palmata,33.040001,-116.870003,H
Cucurbita_palmata,33.04171,-116.86808,H
Cucurbita_palmata,33.04171,-116.86808,H
Cucurbita_palmata,33.042222,-116.411111,H
Cucurbita_palmata,33.042222,-116.411111,H
Cucurbita_palmata,33.05754,-116.41922,H
Cucurbita_palmata,33.05754,-116.41922,H
Cucurbita_palmata,33.07835,-116.531,H
Cucurbita_palmata,33.07835,-116.531,H
Cucurbita_palmata,33.078535,-116.531167,H
Cucurbita_palmata,33.11683,-116.43919,H
Cucurbita_palmata,33.11683,-116.43919,H
Cucurbita_palmata,33.12754,-116.33001,H
Cucurbita_palmata,33.12754,-116.33001,H
Cucurbita_palmata,33.128502,-116.441902,H
Cucurbita_palmata,33.133228,-116.525157,H
Cucurbita_palmata,33.13472,-116.37281,H
Cucurbita_palmata,33.13472,-116.37281,H
Cucurbita_palmata,33.13579,-116.29951,H
Cucurbita_palmata,33.13579,-116.29951,H
Cucurbita_palmata,33.13949,-116.38799,H
Cucurbita_palmata,33.13949,-116.38799,H
Cucurbita_palmata,33.14583,-116.54361,H
Cucurbita_palmata,33.14583,-116.54361,H
Cucurbita_palmata,33.145833,-116.543611,H
Cucurbita_palmata,33.145833,-116.543611,H
Cucurbita_palmata,33.151165,-116.545065,H
Cucurbita_palmata,33.1716,-116.3354,H
Cucurbita_palmata,33.1716,-116.3354,H
Cucurbita_palmata,33.171667,-116.335278,H
Cucurbita_palmata,33.1752,-116.3338,H
Cucurbita_palmata,33.1752,-116.3338,H
Cucurbita_palmata,33.200001,-116.599998,H
Cucurbita_palmata,33.2107,-116.45964,H
Cucurbita_palmata,33.2107,-116.45964,H
Cucurbita_palmata,33.21931,-116.46325,H
Cucurbita_palmata,33.21931,-116.46325,H
Cucurbita_palmata,33.304798,-116.179863,H
Cucurbita_palmata,33.3226,-116.3895,H
Cucurbita_palmata,33.3226,-116.3895,H
Cucurbita_palmata,33.3542,-116.375,H
Cucurbita_palmata,33.3542,-116.375,H
Cucurbita_palmata,33.39337,-116.37426,H
Cucurbita_palmata,33.39337,-116.37426,H
Cucurbita_palmata,33.40456,-116.10999,H
Cucurbita_palmata,33.40456,-116.10999,H
Cucurbita_palmata,33.42045,-116.83088,H
Cucurbita_palmata,33.42045,-116.83088,H
Cucurbita_palmata,33.426885,-116.835336,H
Cucurbita_palmata,33.476667,-116.870556,H
Cucurbita_palmata,33.6264,-115.906403,H
Cucurbita_palmata,33.6814,-117.3608,H
Cucurbita_palmata,33.682999,-117.166,H
Cucurbita_palmata,33.682999,-117.166,H
Cucurbita_palmata,33.683333,-115.966667,H
Cucurbita_palmata,33.69178,-116.33165,H
Cucurbita_palmata,33.69178,-116.33165,H
Cucurbita_palmata,33.733333,-116.233333,H
Cucurbita_palmata,33.735699,-115.809502,H
Cucurbita_palmata,33.7455,-116.3514,H
Cucurbita_palmata,33.7527,-114.5189,H
Cucurbita_palmata,33.752701,-114.518898,H
Cucurbita_palmata,33.752701,-114.518898,H
Cucurbita_palmata,33.757778,-117.119167,H
Cucurbita_palmata,33.757778,-117.119167,H
Cucurbita_palmata,33.75782,-117.11934,H
Cucurbita_palmata,33.75782,-117.11934,H
Cucurbita_palmata,33.7603,-116.5483,H
Cucurbita_palmata,33.7633,-117.4887,H
Cucurbita_palmata,33.7775,-116.055347,H
Cucurbita_palmata,33.802306,-117.099889,H
Cucurbita_palmata,33.802306,-117.099889,H
Cucurbita_palmata,33.833,-116.55,H
Cucurbita_palmata,33.833,-116.55,H
Cucurbita_palmata,33.833,-116.55,H
Cucurbita_palmata,33.9,-115.85,H
Cucurbita_palmata,33.91319,-116.78263,H
Cucurbita_palmata,33.963299,-117.376602,H
Cucurbita_palmata,33.981111,-116.838889,H
Cucurbita_palmata,33.981111,-116.838889,H
Cucurbita_palmata,33.983333,-116.841667,H
Cucurbita_palmata,33.983333,-116.841667,H
Cucurbita_palmata,33.983333,-116.841667,H
Cucurbita_palmata,34.008889,-116.051667,H
Cucurbita_palmata,34.008889,-116.051667,H
Cucurbita_palmata,34.038,-115.749,H
Cucurbita_palmata,34.043056,-116.566111,H
Cucurbita_palmata,34.043056,-116.566111,H
Cucurbita_palmata,34.05,-117.266667,H
Cucurbita_palmata,34.05,-117.266667,H
